story_id,condition,story_text,self_used_ai,assist_idea0,assist_idea1,assist_idea2,assist_idea3,assist_idea4,self_own_ideas,self_novel,self_original,self_rare,self_appropriate,self_feasible,self_publishable,self_profit,self_enjoyed,self_badly_written,self_boring,self_funny,self_twist,self_future,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,dat_words,DAT_score,age,gender,education,employment,ai_used_actual
31384ef4-687b-40e9-b2b4-7d351e7a741d,human,"Landing on the planet Huypto began during the sunset which is more beautiful than can ever be imagined. This place can only be described as a jungle of colour, it is a place you would see in the films made purely from animation. Life on Huypto is more peaceful and relaxing to that on earth with creatures that are not fixated on pray. Food is existing naturally with vibrant fruits similar to dragonfruit. Being a carnivore here seems a concept that would have never existed. I begin my first few hours on Huypto by exploring the surroundings and picking somewhere that myself and my colleagues will make as our base. It is seeming to be more of a holiday than an exploration job so far. My view from my tipi is like a picture, I never want to leave this place!",0.0,,,,,,8.0,2.0,3.0,3.0,8.0,2.0,2.0,80,6,5,7,2,2,3,laptop,cake,Croissant,house,garden,dog,film,box,lead,water,"['laptop', 'cake', 'Croissant', 'house', 'garden', 'dog', 'film', 'box', 'lead', 'water']",,26,Female,Undergraduate degree,Employed full time,0
81fe43fe-3a93-40b9-8f80-d78ced8a48f7,human_1AI,"David and Allesandra joined the crew of The Falcon - a small but hardy boat - in the morning.  They were excited to explore the new world and unravel the riches entombed within the depths.  As they embarked on their journey with the experienced crew, they quickly found themselves in a scary environment or incredible storms, fighting, and dangerous winds.  Many treasures were found - hidden jewels and coins were their favourite.  But after a time they found themselves uninspired - truly their real passion was spending time together.  They spent some time selling all their treasure along the coast of the old world, while talking about their great adventures to the public.  Eventually they found a beautiful cove with an old farm building.  They remodelled it and spent the rest of their life happy there, together.",1.0,7.0,,,,,7.0,7.0,8.0,8.0,8.0,9.0,9.0,90,8,7,2,3,8,4,Fish,Carrot,Paper,Spaceship,Eyelash,Grass,Umbrella,Window,Rice,Train,"['Fish', 'Carrot', 'Paper', 'Spaceship', 'Eyelash', 'Grass', 'Umbrella', 'Window', 'Rice', 'Train']",,28,Male,Postgraduate Master's degree,Employed full time,1
40170aeb-ede7-4021-a39c-ad6a5da1c5ee,human_5AI,"Two childhood best friends embark on an adventure through the woods. Little did they know that soon after they will fall into a tragedy. Carelessly thinking of having a fun time exploring they ignored the big sign at the entrance of the jungle saying ""ENTER AT YOUR OWN RISK."" The two best friends did not know that there would not be able to turn back, they will be forever trapped. After a few long hours they decided their fun was over and wanted to return home, not realising that the entrance is no longer there, as if they entered into a labyrinth. Frantically running around in hopes to escape the wicked place of a jungle. Little did they know the more they run the more trapped they are. Days have gone by and they started to slowly transition into the forest until the two best friends were nothing left but the trees themselves.   ",1.0,7.0,,6.0,8.0,6.0,9.0,7.0,8.0,8.0,8.0,5.0,5.0,100,8,7,1,3,9,5,Book,Pillow,Door,Car,Television ,Fan,House,Shop,Bottle,Mirror,"['Book', 'Pillow', 'Door', 'Car', 'Television ', 'Fan', 'House', 'Shop', 'Bottle', 'Mirror']",,27,Female,Undergraduate degree,Unemployed not looking for work,1
fcda37fd-3057-4430-96bc-0475cf3b1c8f,human,"After travelling for 14 earth years, the crew has finally landed on a planet that was thought to have resources that doesn't exist on any other planet. The crew was tasked to get a sample of the material and analyse it in their lab. The planet reported was to be a planet that had nothing of human value, presumably an empty space full of rocks. As the space shuttle doors opened, the crew were at awe. The planet looked exactly like planet earth, just never touched by a human. The crew proceeded to step on the planet and to their surprise, the planet had living organisms. Grass, flowers, tress were growing. This could a revolutionary step towards human evolution; - said a crew member. ",0.0,,,,,,9.0,5.0,4.0,3.0,6.0,7.0,6.0,100,8,7,4,5,6,5,House,Pen,Chair,Phone,Screen,Mouse,Paper,Printer,Scanner,Banana,"['House', 'Pen', 'Chair', 'Phone', 'Screen', 'Mouse', 'Paper', 'Printer', 'Scanner', 'Banana']",,23,Male,Undergraduate degree,Employed full time,0
124978c6-f8c9-4d94-829a-fe59c714310b,human_5AI,"Three young teenagers and their robot companion embark on a thrilling journey to find out the history of where they came from. They need to travel to a distant planet, which is filled with breath-taking landscapes and unparalleled biodiversity, unlike anything they have seen before. After they land on the planet, they disembark from the ship and start to navigate the terrain. It was a dangerous journey but they start to learn about the ancient civilizations that once built the planet. They find out these alien species was very similar to themselves, same type of form as them, and similar artefacts that they use.  Whilst everything was different, everything they saw reminded them of home. They knew this was the right planet. They continues their expedition to find out the answers they went searching for. ",1.0,7.0,3.0,8.0,6.0,,8.0,8.0,3.0,3.0,8.0,9.0,2.0,50,8,6,3,1,8,2,Phone,Weather,Bath,Flowers,Toys,Shed,Fountin,Bed,Car,Dancing,"['Phone', 'Weather', 'Bath', 'Flowers', 'Toys', 'Shed', 'Fountin', 'Bed', 'Car', 'Dancing']",,35,Male,Postgraduate Master's degree,Employed full time,1
6cbf2b7d-7cd4-45fc-8f3e-16eabb967134,human_1AI,"Three friends embark on an exhilarating journey through an uncharted jungle, discovering hidden ancient ruins filled with treasures. Upon touching the treasure the ruins started to rumble and quake as the ground lurched below them. The three friends sprang into action in an effort to avoid the trap, they ran full speed vaulting over crumbled rocks and sliding through narrow gaps barely escaping the ruins as the walls caved in. As they continued along the way, they encountered various wild animals but none more horrifying than the pack of lions. The lions gave chase to the three friends and they ran for dear life leading to a rickety rope bridge. As they neared the end of the rope bridge a sickening snapping sound filled the air as the rope bridge gave way under the weight of the lions and the friends. Diving towards the end the friends managed to grasp some of the remaining planks of the rope bridge and climb the remaining few feet to safety. Upon returning home, the friends regaled the village people on their adventures and were celebrated as heroes. ",1.0,9.0,,,,,3.0,1.0,1.0,1.0,8.0,3.0,1.0,100,8,7,6,3,3,1,Hammer,Wildfire,Ladle ,Floor,Car,Pineapple,Vaccum,River,Capitalism,Democracy ,"['Hammer', 'Wildfire', 'Ladle ', 'Floor', 'Car', 'Pineapple', 'Vaccum', 'River', 'Capitalism', 'Democracy ']",,31,Male,Undergraduate degree,Employed full time,1
c3191a9e-09cd-416f-a63b-aadf18bfa597,human,"Alice woke up from the pain in her legs. Her last memory was the warning lights flashing on the plane journey to Thailand. In disbelief, she looked around to see only dense trees and jungle. She managed to hobble up despite the a throbbing pain in her legs. In the distance she could see parts of the airplane amongst smoke and debris. She stood back trying to comprehend the situation, she was lost in the jungle without anyone else around. She walked through the trees and looked up at the trees to see the native birds flying between branches. ""Help"" she screamed at the top of her voice in despair. ",0.0,,,,,,7.0,5.0,4.0,5.0,6.0,3.0,4.0,50,5,4,7,1,4,3,Bookmark,Chair,Pizza,Shampoo,Peanuts,Bottle,Phone,Cactus,Dog,Light,"['Bookmark', 'Chair', 'Pizza', 'Shampoo', 'Peanuts', 'Bottle', 'Phone', 'Cactus', 'Dog', 'Light']",,25,Female,Undergraduate degree,Employed full time,0
d5d0b4f8-195a-4985-90ad-39c87ec3a059,human_5AI,"While searching for a hidden ancient treasure in the depths of the jungle, a group of brave explores encounters challenging obstacles and dangerous creatures.  Through teamwork and determination, they manage to overcome these perils.  This leads to them uncovering the lost city they were seeking.   In the end they learn that the true treasure lies not in the material riches they discover.  The real treasure was the memories and friendships forged during their amazing adventure.  They went on to form strong friendships that spanned a lifetime.  They grew together, they grew old together.  They left this world together.",1.0,9.0,,,,,2.0,1.0,1.0,1.0,6.0,6.0,2.0,50,5,2,8,2,2,1,cat,door,car,dishwasher,phone,bath,bin,love,orange,steak,"['cat', 'door', 'car', 'dishwasher', 'phone', 'bath', 'bin', 'love', 'orange', 'steak']",,43,Female,A levels,Employed part time,1
57008fac-491d-4959-8638-d0669621e0a7,human_5AI,"A ragtag group of intergalactic explorers are sent to explore a mysterious new planet. Traversing treacherous terrain the group finally come across the planets secrets in all their glory. An adventure none of this group were ever ready for, a mission that will stretch them to their limits. Hidden amongst the mountains is a secret base, filled with strange beings. Are they friendly? Are they dangerous? Creeping into the base they are shocked to see the beings standing round monitors commanding their forces against earth. What will our heroes do, what can they do, is this the end?",1.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,8.0,7.0,50,6,3,2,3,6,2,cat,rock,table,carpet,road,water,wine,tyre,fire,foot,"['cat', 'rock', 'table', 'carpet', 'road', 'water', 'wine', 'tyre', 'fire', 'foot']",,48,Male,Undergraduate degree,Employed full time,1
1cf347a7-0df2-4ccd-a041-2d19d62fd7e2,human,"Traveling on the rough and storm seas, petal grew concerned of how they where going to survive the ever raging storm ahead. The wind swept across the swishing waters splashing petal in the face with the fresh sea breeze. The ever darkening storm cloud bellowed above with the sound of the whistling wind. The boat was swaying from side to side as the waves crashed along side the boat traveling at some speed to get away from the following storm behind. The seas start to calm and the waves start to relax and petal catches her breathe. Finally they have sailed through the storm and everything seems to be calm. As petal sails by on her boat across the seas she passed all sorts of magically beings such as dolphins jumping through there air glistening as the sun kisses there skin. The turtles swim close to the boat looking up and petal and almost smile above the water and them zoom off back to the depths of the sea. ",0.0,,,,,,8.0,8.0,9.0,7.0,8.0,7.0,7.0,34,9,7,2,3,6,7,earth,sound,wind,plate,light,time,passage,jump,speed,movement,"['earth', 'sound', 'wind', 'plate', 'light', 'time', 'passage', 'jump', 'speed', 'movement']",,22,Female,A levels,Employed full time,0
e2e71da9-b9ae-4988-a96b-ec2cb9b0382d,human_5AI,"Ollie, Alfie and Joseph has been planning their Jungle get away for a long time and when they arrived they were not disappointed. It was just like in the movies, dangerous, exciting, thrilling and awesome!! They saw many creatures on their travels, some they had only ever read about it books and some no one would ever believe existed if they told them. Some of the creatures they met helped them along the way and guided them through safe passages. They didn't realise the resilience and strength they would need for this adventure until they were there or how much their friendship would mean to them when times got tough. By being somewhere so untouched by man, they realised the struggles of the western world and how more isn't necessarily better. They wanted to use their experience to try and make the world a better place.",1.0,,9.0,,,1.0,7.0,2.0,1.0,1.0,9.0,6.0,3.0,90,7,7,3,1,1,1,leg,water,window,book,table,hair,sand,slime,box,cushion,"['leg', 'water', 'window', 'book', 'table', 'hair', 'sand', 'slime', 'box', 'cushion']",,40,Female,Undergraduate degree,Unemployed not looking for work,1
8cd2199c-6ae5-432f-a53e-791f137d81af,human,The ground was soft and squishy. It felt like walking on mashmallows. I couldn't see ahead as I was surrounded by foliage. It was so quiet. I ducked under branches and the leaves rustled around me. The only sound. I spied a clearing. Was anybody there?,0.0,,,,,,9.0,5.0,5.0,5.0,6.0,8.0,8.0,50,9,8,1,1,1,1,Chair,Sky,Love,Thimble,Apple,Plank,Dolphin,Work,Bridge,Shoe,"['Chair', 'Sky', 'Love', 'Thimble', 'Apple', 'Plank', 'Dolphin', 'Work', 'Bridge', 'Shoe']",,32,Female,Undergraduate degree,Employed full time,0
6dc842a7-8156-42a7-80fa-d26f74b0d86b,human_5AI,"Stephen, the Captain, completed his pre-flight checks and after a brief pause commenced his take off.  Looking ahead he could see the relative motion of the spaceship as his surroundings the launch pad superstructure, the control point buildings and the direct communication bridges and the seemed to be going backwards past him.  The vibrations of the space craft as it set out on its inter-stella voyage seemed somehow soothing, but Stephen wondered how long it would be before they became annoying.  He glanced at the pursers display - showing the stocks carried for the long journey ahead and wondered at the range of items he new was included for use on voyages such as this.  Suddenly a loud series of alerts alarms sounded, lots of lights and the vessel began to shake violently, the helper computers display flickered and then steadied - showing the death sentence of all space vehicles - fatal fuel leak, commence abandon ship procedures.  Stephen hit the eject button to shoot the self powered people pod away from the now doomed spaceship - the failure having taken place too soon after takeoff for any other such manoeuvring - and saw with satisfaction the display telling him the pod was away on its controlled landing.  Hitting the control to use the remaining power to guide the wreck to crash onto a safe landing spot, and commenced the final abandonment of the now barely in control ship Stephen sat back to wait.  Well done said a voice in his ear - you passed the simulator again - as Stephen smiled to himself and hoped it would never happen for real.       ",1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,6.0,1.0,1.0,6,6,2,8,1,8,1,apple,baker,chisel,diamond,elephant,front,grain,hotel,implement,judge,"['apple', 'baker', 'chisel', 'diamond', 'elephant', 'front', 'grain', 'hotel', 'implement', 'judge']",,63,Male,A levels,Employed full time,1
8f962717-825a-44d1-8c70-11e538b2e210,human_5AI,"It was late December when a group of fearless explorers decided to set sail on the open seas in search of the legendary lost treasure of the pirate king named Silver Sword. They had found a treasure map whilst searching a cave that was reputed to be the final resting place of the legendary pirate which showed the location of Silver Swords treasure on a remote undiscovered island across the sea. Once they set sail they encountered many challenges that almost led to them giving up including a fierce storm, which nearly sank the ship, and also an encounter with a huge sea creature a massive octopus which dragged a few of the group into the ocean where they drowned. They continued to travel across the sea and overcame the storms and sea creature through team work, managing to navigate the rough seas, storms and escaping the beast until they reached their final destination. Though perseverance the remaining group reached the mysterious island and made their way towards the location of the treasure marked on the map, excited to uncover the treasure that had been lost for centuries and which would make the losses and difficulties encountered worthwhile. They made their way across the island when they found a massive structure which looked like a castle with a door with symbols on it, the symbols were mentioned on the back of the map and explorers found that they had to move these symbols in a certain pattern to open the door which they did. The door opened and there was a massive room and in the center was gold as far as the eye could see and diamond, rubies and emeralds, the explorer were filled with joy and happiness that they had reached their goal and discovered the treasure. One of the explorers picked up a piece of gold which immediately triggered a trap- the door closed behind them and out came a giant dragon, they knew that there was no escape and that this would be their final resting place, despite their best efforts to fight back the dragon killed them all and the legendary treasure remains hidden to this day- a warning to those that greed can lead to death.",1.0,8.0,6.0,5.0,8.0,4.0,6.0,7.0,6.0,7.0,8.0,8.0,6.0,65,8,7,1,1,9,5,cat,box,piano,chocolate,door,fire,sky,glasses,volcano,ocean,"['cat', 'box', 'piano', 'chocolate', 'door', 'fire', 'sky', 'glasses', 'volcano', 'ocean']",,40,Male,Undergraduate degree,Unemployed looking for work,1
0de8b2d8-dffc-4e21-aae4-ebb3e367ef5d,human,In our adventure to another planet we left Earth with great intrepidation. Never before had anyone from Earth embarked on such an adventure. The journey will take around 4 1/2 years and in that time me and the rest of the crew shall spend alot of time together. I have always been fascinated by space travel and I cannot believe the day has come when I will experince this. On arriving at the planet we slowly tocuh down on the surface of the planet. As the door opens we wonder what we will face. My heart is racing as the door opens. There in front of us is an alien!,0.0,,,,,,6.0,7.0,7.0,7.0,8.0,8.0,6.0,50,7,5,4,4,7,6,Tree,Dog,Computer,Wall,Tower,Plug,Curtain,Speaker,Mat,Doll,"['Tree', 'Dog', 'Computer', 'Wall', 'Tower', 'Plug', 'Curtain', 'Speaker', 'Mat', 'Doll']",,43,Male,Postgraduate Master's degree,Employed full time,0
3e0544cf-2ebd-4850-a5e2-8d9de8e94a21,human,"We landed on the gloomy orange planet and immediately felt a blast of warm air. This place was much more humid and hot than back home. We wandered over the mounds, looking around the barren, empty space. As we peered over a larger mound, we found a large lake of green liquid bubbling at the surface. Suddenly there was a loud quake in the Earth and large creatures emerged from the crack and from the glowing lake. We stood in shock until one creature let out a large shriek, showing a huge sharp set of teeth and a blood-stained smile, and hurtled towards us on all fours. We bolted back to the ship, diving inside it and quickly taking off as the creatures clawed at the door. We breathe a sigh of relief as we ascend; until we look down and see one of our team still down there; the creatures ripping into him, but it was too late!",0.0,,,,,,8.0,7.0,3.0,3.0,7.0,8.0,7.0,50,8,7,4,4,7,4,Cheese,wasp,table,smoke,paper,squid,lightbulb,donkey,computer,cup,"['Cheese', 'wasp', 'table', 'smoke', 'paper', 'squid', 'lightbulb', 'donkey', 'computer', 'cup']",,26,Male,Undergraduate degree,Employed full time,0
997db0f8-af39-4881-b5b2-1aa64dd16030,human,"We travelled to mars. James jumped off the spaceship and onto the surface. A lot of dust covered the visor of his helmet. Once he had wiped the dust off, he saw mars in all its glory. There were a lot of mountainous areas surrounding us. I jumped off after James. I could feel a rocky texture to the ground beneath me. We started walking to the martian base nearby. ",0.0,,,,,,7.0,8.0,8.0,2.0,9.0,1.0,1.0,100,8,8,2,6,3,8,toy,card,tomato,car,jug,table,letter,battery,door,pizza,"['toy', 'card', 'tomato', 'car', 'jug', 'table', 'letter', 'battery', 'door', 'pizza']",,24,Male,Less than A levels,Unemployed not looking for work,0
7086605c-efec-4e8c-867f-9c3e26ba5869,human,"Sumi had been part of the crew for almost 6 weeks now. She had never been on a boat before, but found herself adapting to the pirate life better than expected. That being said, the pirate life had been less than she had expected, with nothing but sailing and scrubbing. The only highlight of her day was scran and she could already smell whatever the cooks were dishing up today, which was leaving her in a world of her own wondering what it could be.    ""Snap out of it Sumi"" came an abrupt shout from the familiar voice of her newest friend, Jonesy.    Sumi looked up at where Jonesy's voice had come from and followed his extended finger the the horizon, off of the ship's starboard side.    It took a couple of seconds before Sumi spotted the object in the distance, but when she did, an emotion that was a strange concoction of fear and excitement took over her. Finally, she was about to experience the real life of a pirate.",0.0,,,,,,8.0,3.0,2.0,2.0,8.0,5.0,2.0,100,7,6,4,3,8,2,cat,sky,bin,frisbee,wok,denture,petal,spade,magnet,gavel,"['cat', 'sky', 'bin', 'frisbee', 'wok', 'denture', 'petal', 'spade', 'magnet', 'gavel']",,33,Male,Undergraduate degree,Employed full time,0
270782bb-1a25-4a39-9a85-75c8d6a74874,human_1AI,A group of about 50 students from a college went on an adventurous open sea trip. They planned to go surfing in the ocean. Most of the students started to surf and some of them went a bit deeper in to the ocean and suddenly one of the student saw a shark and shouted. Everybody was terrified and started to surf back to the shore. But there were a few students who slipped and fell into the ocean. They were terrified to the core that they didn't know what to do. One of the students who fell into the water began to sink and was helped by others to safety. At last it was known that there was no shark in the water and it was a prank by one of the student.,1.0,6.0,,,,,9.0,7.0,8.0,6.0,9.0,6.0,6.0,50,8,7,4,8,9,7,Literature,Garden,Gang,Dance,Amphibian,Bachelor,Creature,Army,Froth,Hitch,"['Literature', 'Garden', 'Gang', 'Dance', 'Amphibian', 'Bachelor', 'Creature', 'Army', 'Froth', 'Hitch']",,38,Female,Undergraduate degree,Employed part time,1
776ba85a-7ec6-40ca-aff0-d2d7627919ec,human_1AI,"I suppose I should start with the plane crash. One minute I was asleep in the air, the next thing I knew I was awake in the wreckage of the plane, staring at what could only be described as dense jungle. The other passengers had disappeared and I was alone in the densely humid greenery, surrounded by sounds I neither knew nor understood. Screwing up my courage, I unbuckled my safety belt and tentatively ventured out. I had only taken a few steps when I heard a rustling behind me and turned to see a pair of baleful amber eyes staring at me. The creature behind the eyes turned out to be a stunningly beautiful tiger. Before I had chance to react, the tiger was on top of me bearing its teeth. In the next instance I heard the voices of my friends laughing and calling out ""Eaten by a tiger in the first five minutes - your game play sucks, man!""",0.0,,,,,,9.0,7.0,8.0,5.0,9.0,1.0,2.0,50,9,8,1,6,8,1,mouse,mountain,spoon,bell,bra,fan,kidney,car,psychology,lithium,"['mouse', 'mountain', 'spoon', 'bell', 'bra', 'fan', 'kidney', 'car', 'psychology', 'lithium']",,58,Male,Less than A levels,Employed full time,0
a610f7e4-a9a3-428d-8f5c-100f37d872e2,human_5AI,"The group of friends blearily opened their eyes, adjusting to the dim light as they adjusted to their new surroundings. It quickly became clear that their plane had crashed as they tended to their cuts and scrapes - it looked like they were the only survivors! Louisa quickly suggested that they split up into 4 groups and head in separate directions in the hope of finding civilisation and rescue. Strange noises coming from the jungle made each of the friends nervous; they gathered up sharp sticks, rocks and other items to use as weapons to defend themselves. Despite their anxiety, there was also an air of excitement, they were excited to explore the jungle and the ruins found within. Jack and Kate headed out first, soon stumbling across what looked like an abandoned temple. Heading slowly deeper into the ruins, they stumbled across a box full of notes and maps. The notes seemed nonsensical but also urged the reader not to stay in the temple but to escape to the north as quickly as possible where there was apparently a small village.",1.0,,7.0,8.0,3.0,6.0,6.0,4.0,3.0,2.0,7.0,6.0,3.0,80,4,6,6,3,5,5,Hill,Government,Transport,Alien,Pinata,Airport,Sadness,Evolution,Running,Pasta,"['Hill', 'Government', 'Transport', 'Alien', 'Pinata', 'Airport', 'Sadness', 'Evolution', 'Running', 'Pasta']",,37,Male,Undergraduate degree,Employed full time,1
24bd8c26-28db-4d4b-80dd-0d62f3b42f82,human_1AI,"The ""open seas"" always struck me as an odd phrase, but I was beginning to understand where it came from. I don't think there is anything more endless, open and mesmerising than the view from a boat as it noses through the waves. No phone signal, no comforts, but a feeling of being ultimately alive and in contact with nature. The sun feels stronger than ever, and I'm beginning to think of the heat as my companion on this voyage. A bold, confident companion who, with a bit of luck, knows where we are going. It all feels like an adventure, even though I booked this trip months ago. Each island looks like heaven, each port like it's been populated down the ages with people living sun-filled, happy lives with space and time to look out at the sea. My adventure is just beginning. ",1.0,1.0,,,,,9.0,3.0,2.0,3.0,7.0,7.0,1.0,100,7,7,3,1,1,1,happiness,wall,lung,context,worm,translation,car,sibling,plate,ghost,"['happiness', 'wall', 'lung', 'context', 'worm', 'translation', 'car', 'sibling', 'plate', 'ghost']",,56,Female,Undergraduate degree,Employed full time,1
6b6d97bc-5b30-4643-a572-f4ff2e2ec973,human_5AI,Deep in the dense jungle amongst tall trees and a multitude of wildlife a group of young explorers embarked on a daring adventure. Their quest was to find a legendary crystal said to hold magical powers. Along their journey they encountered many challenging obstacles that blocked their path. They were following an ancient    map given to them by an old man in their village. He said they must be careful as great danger is never far from the crystal. They eventually found the crystal and were relieved to be unhurt in their quest for it. They returned the crystal to a museum when they got home and felt a great sense of pride. The crystal remains on display in the museum to this day.,0.0,,,,,,6.0,5.0,4.0,4.0,7.0,6.0,5.0,50,7,7,4,3,4,4,cats,keyboard,door,mug,lipstick,comb,chewing gum,carpet,window,calculator,"['cats', 'keyboard', 'door', 'mug', 'lipstick', 'comb', 'chewing gum', 'carpet', 'window', 'calculator']",,54,Male,Undergraduate degree,Employed full time,0
79ce5a91-c618-458f-8cce-9e32e1689cb1,human,"Not your typical holiday, but my adventure into the jungle was incredible! I always thought these adventures were very dangerous, but it was actually really fun. I have seen an amazing bout of nature that I never would have seen otherwise. If you are used to living in the monotonous life of the city, where the only influences of nature are the parks, then it will blow you away. I tried completely new foods. I had seen animals I'd never seen before. I even learned this unheard-of language. I highly recommend it. ",0.0,,,,,,5.0,2.0,7.0,4.0,7.0,5.0,3.0,50,3,5,3,2,2,3,Orange,Farmer,Cap,Bottle,Dog,Card,Trampoline,Direction,Maths,Bike,"['Orange', 'Farmer', 'Cap', 'Bottle', 'Dog', 'Card', 'Trampoline', 'Direction', 'Maths', 'Bike']",,23,Male,Undergraduate degree,Employed full time,0
fd55005f-2307-48da-950c-1de503579209,human,"Some years ago there was a man named Rob who enjoyed exploring many different places. He had a particular fascination with animals in the jungle and decided that he wanted to go and explore one. His parents however were not keen as they considered it too dangerous. He didn't care about this and one night left his home on his own and travelled to the jungle on foot. There he saw many wondrous things including moneys, birds and also a gorilla. The gorilla initially scared him but after a while he went close to the gorilla and to his surprise it spoke to him in pure English. ""My name is Jeff"" said the gorilla, ""what is your name?"". ",0.0,,,,,,7.0,8.0,8.0,8.0,6.0,5.0,5.0,100,2,3,4,6,8,2,Book,Car,Boy,Elephant,Mountain,Sea,Knowledge,Friendship,Music,Ball,"['Book', 'Car', 'Boy', 'Elephant', 'Mountain', 'Sea', 'Knowledge', 'Friendship', 'Music', 'Ball']",,45,Male,Undergraduate degree,Employed full time,0
f3a0bc3c-e9c3-4c94-9c0d-611e7a26b49b,human_1AI,"The breeze blew her hair wildly, and the smell of the ocean filled her senses. Looking across the blue, shining water , she was overwhelmed by the beauty surrounding her. Would she ever return to the home she knew, or was that life forever lost? How could the world have such cruelty, it made no sense. Maybe she would be rescued when they returned to land, a miracle of kindness to salve her pain. Hearing a voice, she turned around. The face looking at her was familiar, a face she had longed to see once more. There is no bond stronger than that of a mother to their child.",0.0,,,,,,9.0,1.0,4.0,2.0,7.0,7.0,1.0,100,7,2,8,1,5,2,Dog,Cactus,Cloud,Tree,Water,Oil,Flower,Cake,Glass,Metal,"['Dog', 'Cactus', 'Cloud', 'Tree', 'Water', 'Oil', 'Flower', 'Cake', 'Glass', 'Metal']",,49,Female,Less than A levels,Unemployed not looking for work,0
6de29543-7e86-4aee-b61e-3bbdf75cfacd,human,"The Island, shrouded in mist lay just beyond the rocks.  Getting there, meant navigating a treacherous course across open seas, swirling in the pounding rain.      Jack, turned to his men and nodded!  ""Set sail to the Island, take care, we need to get there in one piece!    Ahead of them lay an unchartered territory with the potential for many riches.  But first they needed to claim ownership of the land.    Behind them, the shadows of another fleet, gained territory minute by minute.    It was a race to the finish.            ",0.0,,,,,,6.0,3.0,3.0,3.0,5.0,1.0,1.0,50,6,3,5,2,2,2,bird,hole,city,wizard,sky,frost,woman,hill,road,family,"['bird', 'hole', 'city', 'wizard', 'sky', 'frost', 'woman', 'hill', 'road', 'family']",,51,Female,Undergraduate degree,Employed full time,0
59dd7888-c784-4625-a6f5-75d13f7256f0,human_1AI,"Today was the day that we set off to explore Mars, the first humans to have ever set foot on the planet. There was a mixture of excitement and fear in the air and I felt butterflies dancing around in my stomach as I stepped in to the rocket. A million thoughts were racing around my mind; the journey, whether we would be safe, who would be watching from Earth and what astronaut food tastes like but one question in particular would not escape my thoughts. What if we weren't alone when we arrived? What if there really is life on another planet? The idea that I might meet an alien today was both terrifying and amazing. What would I ask an alien? What would YOU ask an alien? ",0.0,,,,,,4.0,3.0,7.0,3.0,7.0,1.0,1.0,50,8,5,8,2,1,1,Telephone,Bottle,Photo,Cat,House,Sky,Love,Strawberries,Hotel,Chocolate,"['Telephone', 'Bottle', 'Photo', 'Cat', 'House', 'Sky', 'Love', 'Strawberries', 'Hotel', 'Chocolate']",,33,Female,A levels,Employed full time,0
5eb93cb5-db0b-4d09-9a59-2029f2753e1e,human_5AI,"A group of young friends embark on a thrilling open sea adventure, searching for a fabled lost island. Their journey started at Dover. Its filled with challenges from monstrous sea creatures to pirates. When they finally discover a lost island, they work together to unlock its secrets and claim its riches. Riches left by unknow past visitors. Their adventure tests their friendships to the limit. Its a story of courage and love. How will it end ? ",1.0,9.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6,7,2,2,2,3,4,bed,snow,car,trees,sunshine,wind,flowers ,bees,butterfly,clouds ,"['bed', 'snow', 'car', 'trees', 'sunshine', 'wind', 'flowers ', 'bees', 'butterfly', 'clouds ']",,59,Female,Undergraduate degree,Employed part time,1
7c78f2c1-13b9-4b57-ae49-0bbef1df7a08,human,Setting sail in a pirate vessel. Across the Indian ocean. What a beautiful sight. Steering the ship amid the hot temperatures. Admiring the wonderful clear sea. The sea is calm. We anchor just off the coast. And dive in the deep blue sea.,0.0,,,,,,9.0,6.0,6.0,1.0,9.0,7.0,7.0,100,9,8,1,4,2,6,Bank,Golf,Television,Sea,Mountain,Pen,House,Napkin,Chair,Tree,"['Bank', 'Golf', 'Television', 'Sea', 'Mountain', 'Pen', 'House', 'Napkin', 'Chair', 'Tree']",,71,Male,Undergraduate degree,Employed part time,0
1ce297c5-c0a8-4f4e-838a-53de94b8c128,human_1AI,"A crew of rag-tag sailors have set out on a dangerous journey across the open seas in search of the fabled treasure of Azarath. The captain came into the possession of a map leading to a supposedly empty area in the middle of the ocean, that indicates the treasure is buried there. As they approach the location they see that in fact there is no land but there is an enormous turtle, 500 times larger than normal. They board the turtles shell and continue to the centre. In the centre they find a person standing motionless. They approach and the person holds out a hand with a glowing gem in their palm. In silence, the captain takes the gem and all around him reality appears to warp and bend. He rouses himself and finds that he is on shore with his crew, map in hand planning to head out to the treasure of Azarath, however, he and his crew have no recollection that they have taken this journey over 5,000 times already.",1.0,3.0,,,,,8.0,7.0,7.0,7.0,8.0,6.0,6.0,50,9,7,2,1,9,3,Cat,Piano,Comet,Tulip,Road,Elevator,Cauldron,Clown,Water,Custard,"['Cat', 'Piano', 'Comet', 'Tulip', 'Road', 'Elevator', 'Cauldron', 'Clown', 'Water', 'Custard']",,38,Male,Postgraduate Master's degree,Employed full time,1
